,Temperatura_archa [°C],O2 [%],Humedad [%],Numero_envases [uds],Tiempo_carga [min]
5153,551,22,35,100,21
5154,579,19,33,100,27
5155,603,23,38,100,26
5156,557,21,48,100,26
5157,587,22,44,100,28
5158,578,20,38,100,29
5159,568,18,38,100,20
5160,551,18,30,100,29
5161,578,22,40,100,22
5162,610,18,45,100,28
5163,649,20,38,100,21
5164,574,20,49,100,21
5165,623,22,36,100,23
5166,596,19,42,100,29
5167,614,21,30,100,25
5168,560,19,44,100,25
5169,610,20,39,100,25
5170,598,20,37,100,20
5171,605,21,49,100,29
5172,567,20,47,100,29
5173,555,18,42,100,28
5174,586,22,44,100,24
5175,629,21,43,100,23
5176,634,21,30,100,29
5177,641,23,46,100,21
5178,603,20,39,100,24
5179,584,18,46,100,26
5180,572,21,30,100,26
5181,565,20,40,100,25
5182,591,21,46,100,29
5183,579,23,41,100,27
5184,596,21,35,100,21
5185,635,19,46,100,29
5186,603,18,38,100,28
5187,574,20,36,100,26
5188,637,23,38,100,23
5189,581,20,36,100,22
5190,640,21,33,100,25
5191,649,20,39,100,22
5192,612,22,39,100,28
5193,592,19,49,100,26
5194,643,21,47,100,24
5195,606,19,49,100,23
5196,624,20,40,100,21
5197,594,18,33,100,22
5198,605,21,35,100,23
5199,573,18,33,100,24
5200,568,18,35,100,25
5201,602,23,46,100,28
5202,604,23,40,100,25
5203,555,22,48,100,29
5204,550,22,30,100,21
5205,594,18,47,100,22
5206,601,23,36,100,25
5207,583,23,47,100,23
5208,619,19,42,100,20
5209,635,22,42,100,29
5210,561,20,34,100,24
5211,555,23,37,100,21
5212,596,18,48,100,26
5213,608,22,47,100,21
5214,576,23,31,100,29
5215,561,20,45,100,21
5216,563,19,39,100,27
5217,635,21,39,100,22
5218,608,21,48,100,21
5219,640,21,37,100,24
5220,644,20,49,100,20
5221,594,23,49,100,29
5222,570,21,49,100,21
5223,626,18,46,100,28
5224,647,18,30,100,24
5225,639,23,47,100,21
5226,561,20,43,100,20
5227,562,23,35,100,26
5228,621,21,43,100,24
5229,644,21,42,100,23
5230,585,23,31,100,21
5231,618,18,43,100,26
5232,622,18,31,100,25
5233,617,19,42,100,29
5234,632,23,47,100,24
5235,570,20,48,100,27
5236,590,18,44,100,29
5237,643,19,39,100,20
5238,552,18,39,100,29
5239,617,22,33,100,21
5240,625,18,35,100,24
5241,554,22,45,100,24
5242,642,20,32,100,20
5243,639,22,33,100,29
5244,565,20,33,100,28
5245,610,18,40,100,21
5246,640,22,35,100,27
5247,613,23,30,100,29
5248,577,22,35,100,29
5249,610,18,40,100,22
5250,613,23,46,100,20
5251,579,19,35,100,20
5252,579,18,35,100,20
5253,568,23,39,100,27
5254,599,21,41,100,27
5255,632,23,38,100,22
5256,577,18,47,100,28
5257,617,18,31,100,21
5258,611,23,49,100,27
5259,589,20,43,100,27
5260,625,18,30,100,20
5261,602,22,47,100,24
5262,649,20,37,100,20
5263,595,21,49,100,27
5264,603,21,42,100,25
5265,583,21,45,100,20
5266,569,18,33,100,27
5267,554,19,48,100,24
5268,644,23,42,100,20
5269,630,23,39,100,21
5270,560,21,45,100,26
5271,621,18,44,100,25
5272,578,23,33,100,24
5273,558,23,30,100,27
5274,635,19,44,100,23
5275,575,23,42,100,23
5276,616,22,35,100,26
5277,563,19,35,100,29
5278,642,23,49,100,20
5279,636,22,45,100,22
5280,560,22,30,100,23
5281,647,22,47,100,20
5282,605,22,45,100,23
5283,592,22,45,100,20
5284,596,21,44,100,21
5285,631,18,30,100,29
5286,600,20,46,100,20
5287,642,21,37,100,22
5288,642,22,41,100,28
5289,600,22,47,100,24
5290,613,22,48,100,27
5291,554,23,35,100,25
5292,602,22,48,100,27
5293,646,19,48,100,23
5294,642,22,30,100,20
5295,644,19,42,100,23
5296,621,22,36,100,25
5297,578,22,47,100,23
5298,620,21,38,100,26
5299,620,20,48,100,24
5300,576,18,47,100,20
5301,605,20,33,100,27
5302,606,18,44,100,27
5303,631,19,47,100,21
5304,593,19,45,100,22
5305,552,22,36,100,25
5306,646,20,43,100,28
5307,623,22,44,100,28
5308,634,21,47,100,21
5309,621,23,33,100,27
5310,602,18,41,100,20
5311,563,22,45,100,25
5312,591,23,48,100,26
5313,593,23,32,100,22
5314,613,19,31,100,29
5315,626,21,35,100,21
5316,552,18,41,100,27
5317,555,23,30,100,22
5318,598,21,34,100,27
5319,632,22,47,100,25
5320,624,20,42,100,25
5321,609,19,34,100,25
5322,587,19,33,100,21
5323,555,21,35,100,26
5324,603,19,43,100,25
5325,603,20,34,100,20
5326,588,22,42,100,25
5327,631,19,43,100,21
5328,609,21,45,100,27
5329,630,21,40,100,27
5330,613,21,40,100,25
5331,603,19,31,100,24
5332,556,20,36,100,25
5333,563,19,45,100,20
5334,641,23,44,100,22
5335,569,18,35,100,26
5336,623,19,37,100,23
5337,627,21,46,100,26
5338,607,22,32,100,25
5339,555,22,44,100,20
5340,625,20,39,100,21
5341,616,23,43,100,20
5342,626,18,44,100,21
5343,576,21,42,100,26
5344,632,22,34,100,29
5345,644,18,30,100,21
5346,555,23,43,100,24
5347,567,18,38,100,26
5348,612,23,33,100,28
5349,582,18,30,100,21
5350,554,19,47,100,27
5351,595,21,31,100,23
5352,628,21,45,100,20
5353,574,20,48,100,23
5354,552,22,44,100,25
5355,560,18,43,100,22
5356,637,20,48,100,28
5357,559,23,41,100,21
5358,638,22,48,100,24
5359,557,18,40,100,26
5360,560,23,38,100,23
5361,624,19,39,100,28
5362,564,23,40,100,23
5363,550,19,44,100,25
5364,619,23,44,100,27
5365,585,20,40,100,25
5366,608,18,30,100,24
5367,557,20,46,100,24
5368,614,22,47,100,28
5369,649,23,31,100,29
5370,578,23,40,100,23
5371,592,20,38,100,22
5372,555,23,33,100,25
5373,593,20,32,100,25
5374,551,18,40,100,29
5375,558,20,48,100,20
5376,613,20,48,100,24
5377,555,21,30,100,21
5378,629,20,38,100,25
5379,571,21,35,100,23
5380,592,19,47,100,25
5381,598,22,41,100,27
5382,594,22,38,100,26
5383,578,22,31,100,29
5384,551,19,33,100,20
5385,649,20,38,100,29
5386,569,20,47,100,21
5387,591,20,48,100,21
5388,554,20,33,100,20
5389,639,23,46,100,24
5390,636,23,34,100,27
5391,571,18,31,100,21
5392,577,22,34,100,28
5393,581,20,33,100,24
5394,571,23,45,100,25
5395,619,19,36,100,23
5396,570,18,48,100,20
5397,566,19,41,100,20
5398,611,18,41,100,22
5399,565,21,41,100,22
5400,566,20,40,100,28
5401,579,23,39,100,21
5402,648,23,36,100,29
5403,649,20,41,100,25
5404,600,23,49,100,27
5405,577,18,43,100,25
5406,620,23,42,100,21
5407,594,18,49,100,20
5408,565,20,40,100,27
5409,611,21,35,100,27
5410,636,18,34,100,26
5411,627,20,34,100,26
5412,614,23,30,100,22
5413,572,20,32,100,29
5414,574,19,42,100,27
5415,613,19,44,100,20
5416,582,19,41,100,28
5417,586,20,49,100,23
5418,576,22,37,100,22
5419,559,21,48,100,21
5420,634,18,45,100,23
5421,639,18,35,100,21
5422,615,22,38,100,24
5423,645,21,33,100,22
5424,624,22,42,100,24
5425,620,18,34,100,24
5426,614,23,37,100,27
5427,597,18,43,100,21
5428,574,18,33,100,29
5429,571,18,48,100,22
5430,643,20,41,100,25
5431,611,23,31,100,21
5432,614,20,39,100,26
5433,600,20,44,100,20
5434,565,23,40,100,29
5435,565,22,31,100,24
5436,569,18,38,100,29
5437,572,19,37,100,28
5438,554,20,41,100,25
5439,618,22,33,100,23
5440,555,18,38,100,24
5441,574,19,35,100,28
5442,594,18,30,100,23
5443,580,19,49,100,20
5444,557,22,39,100,23
5445,583,20,33,100,24
5446,556,22,32,100,26
5447,562,18,36,100,20
5448,633,23,33,100,21
5449,634,21,38,100,28
5450,620,19,37,100,21
5451,588,19,44,100,24
5452,578,23,37,100,28
5453,620,19,49,100,26
5454,616,22,47,100,22
5455,609,20,46,100,22
5456,570,23,37,100,21
5457,600,22,40,100,22
5458,618,19,42,100,26
5459,584,19,41,100,26
5460,628,18,47,100,26
5461,617,18,39,100,27
5462,562,19,44,100,24
5463,648,19,47,100,24
5464,582,18,42,100,27
5465,551,23,47,100,28
5466,608,18,38,100,24
5467,574,19,40,100,22
5468,551,23,39,100,27
5469,618,20,42,100,20
5470,624,20,38,100,22
5471,553,18,35,100,23
5472,615,22,36,100,27
5473,563,22,42,100,27
5474,644,19,46,100,24
5475,647,19,37,100,27
5476,605,23,49,100,28
5477,591,20,42,100,23
5478,633,21,41,100,27
5479,645,21,49,100,29
5480,559,22,30,100,29
5481,560,18,43,100,26
5482,581,19,44,100,25
5483,625,20,42,100,23
5484,613,22,36,100,21
5485,605,19,37,100,23
5486,626,21,34,100,21
5487,585,23,36,100,25
5488,613,21,31,100,20
5489,567,23,47,100,29
5490,635,21,35,100,29
5491,572,21,44,100,22
5492,631,23,45,100,21
5493,561,23,42,100,21
5494,615,20,42,100,28
5495,611,18,48,100,22
5496,602,19,30,100,22
5497,636,18,32,100,22
5498,593,20,42,100,23
5499,599,20,36,100,22
5500,582,22,47,100,26
5501,558,19,49,100,29
5502,578,19,47,100,26
5503,559,23,33,100,22
5504,554,19,46,100,23
5505,555,22,45,100,20
5506,620,20,33,100,21
5507,616,23,45,100,26
5508,614,21,46,100,24
5509,620,21,32,100,21
5510,569,21,35,100,23
5511,624,18,34,100,29
5512,591,22,45,100,23
5513,588,22,43,100,20
5514,606,19,44,100,21
5515,561,20,32,100,20
5516,630,22,39,100,27
5517,633,23,37,100,26
5518,628,23,45,100,24
5519,613,20,35,100,25
5520,617,18,49,100,25
5521,565,19,34,100,27
5522,574,22,39,100,27
5523,576,21,36,100,25
5524,606,22,40,100,28
5525,649,18,38,100,25
5526,645,18,47,100,27
5527,612,23,44,100,25
5528,603,23,32,100,28
5529,569,22,37,100,28
5530,648,18,33,100,22
5531,635,20,35,100,23
5532,572,21,48,100,21
5533,588,23,36,100,26
5534,586,22,43,100,25
5535,643,22,44,100,20
5536,602,22,36,100,25
5537,622,22,32,100,20
5538,586,18,42,100,21
5539,607,22,44,100,21
5540,631,20,47,100,24
5541,637,20,36,100,21
5542,638,20,37,100,23
5543,604,23,48,100,22
5544,609,21,44,100,29
5545,555,19,37,100,21
5546,637,21,35,100,22
5547,591,21,49,100,22
5548,617,23,37,100,23
5549,641,20,41,100,20
5550,626,19,35,100,26
5551,576,22,35,100,22
5552,597,23,39,100,29
5553,605,20,38,100,25
5554,598,22,35,100,27
5555,563,20,42,100,23
5556,601,23,42,100,22
5557,575,20,45,100,28
5558,643,20,36,100,24
5559,594,19,47,100,28
5560,635,20,30,100,26
5561,649,22,43,100,29
5562,648,22,49,100,27
5563,615,20,37,100,26
5564,622,20,35,100,26
5565,648,23,48,100,21
5566,557,18,49,100,26
5567,582,19,32,100,27
5568,635,19,39,100,29
5569,639,22,43,100,25
5570,637,18,44,100,25
5571,586,20,41,100,25
5572,612,18,35,100,24
5573,598,19,39,100,26
5574,597,23,41,100,28
5575,613,21,33,100,21
5576,602,23,45,100,22
5577,628,22,42,100,28
5578,609,18,40,100,24
5579,591,21,40,100,21
5580,576,18,41,100,23
5581,566,18,44,100,26
5582,610,22,32,100,28
5583,645,18,44,100,23
5584,610,19,34,100,29
5585,616,19,39,100,29
5586,647,21,43,100,25
5587,634,19,47,100,27
5588,621,19,45,100,27
5589,589,21,38,100,28
5590,587,21,30,100,27
5591,645,23,41,100,28
5592,613,18,30,100,25
5593,563,19,43,100,24
5594,608,23,33,100,27
5595,558,21,39,100,21
5596,633,21,45,100,20
5597,589,22,41,100,28
5598,619,21,46,100,24
5599,638,18,42,100,26
5600,644,23,36,100,29
5601,550,19,34,100,26
5602,612,22,36,100,21
5603,560,19,43,100,26
5604,584,18,30,100,27
5605,594,23,30,100,26
5606,648,22,36,100,25
5607,613,20,38,100,22
5608,639,21,41,100,23
5609,631,19,47,100,29
5610,559,19,36,100,22
5611,629,22,30,100,23
5612,606,20,34,100,25
5613,634,22,38,100,22
5614,564,18,36,100,28
5615,646,22,37,100,24
5616,636,22,45,100,27
5617,576,18,30,100,26
5618,635,19,44,100,22
5619,599,19,40,100,23
5620,553,22,44,100,27
5621,567,20,33,100,25
5622,632,23,35,100,28
5623,573,20,40,100,22
5624,616,21,35,100,28
5625,557,23,49,100,26
5626,601,19,48,100,23
5627,558,22,30,100,22
5628,626,22,36,100,22
5629,572,19,39,100,23
5630,578,21,41,100,29
5631,575,20,40,100,22
5632,567,21,34,100,21
5633,612,23,49,100,29
5634,610,20,42,100,20
5635,600,21,41,100,27
5636,570,20,31,100,24
5637,631,21,45,100,23
5638,636,21,48,100,24
5639,619,23,43,100,27
5640,586,18,31,100,25
5641,623,18,44,100,29
5642,592,18,40,100,21
5643,592,20,32,100,28
5644,626,19,49,100,20
5645,627,19,45,100,25
5646,613,18,36,100,24
5647,635,22,47,100,23
5648,634,21,33,100,26
5649,619,21,49,100,29
5650,598,20,47,100,27
5651,566,22,42,100,24
5652,551,20,41,100,27
5653,575,23,36,100,25
5654,563,18,36,100,22
5655,605,19,41,100,22
5656,631,23,30,100,26
5657,554,18,36,100,20
5658,571,21,44,100,26
5659,641,21,41,100,24
5660,628,22,35,100,25
5661,556,20,35,100,20
5662,643,20,48,100,25
5663,580,18,47,100,28
5664,599,19,44,100,23
5665,602,22,49,100,25
5666,641,23,47,100,27
5667,557,18,47,100,26
5668,566,18,47,100,26
5669,643,23,44,100,29
5670,556,23,46,100,22
5671,597,22,47,100,25
5672,592,23,31,100,21
5673,626,21,32,100,28
5674,646,22,47,100,22
5675,637,18,39,100,27
5676,589,20,46,100,26
5677,635,22,42,100,25
5678,585,22,31,100,26
5679,625,19,39,100,21
5680,581,23,38,100,22
5681,559,23,30,100,26
5682,572,23,34,100,21
5683,578,18,47,100,20
5684,638,20,35,100,21
5685,596,19,32,100,26
5686,562,19,38,100,21
5687,577,20,32,100,21
5688,579,21,35,100,22
5689,574,22,45,100,20
5690,580,23,48,100,22
5691,644,20,47,100,21
5692,571,21,37,100,27
5693,607,19,48,100,26
5694,556,23,43,100,29
5695,572,22,39,100,21
5696,618,23,38,100,23
5697,602,20,42,100,25
5698,565,22,45,100,23
5699,554,19,44,100,28
5700,644,18,42,100,26
5701,582,19,33,100,29
5702,644,21,35,100,21
5703,629,20,32,100,25
5704,618,19,37,100,26
5705,593,20,38,100,24
5706,584,20,47,100,26
5707,570,23,31,100,27
5708,640,23,42,100,22
5709,581,22,39,100,26
5710,603,22,30,100,24
5711,595,22,33,100,26
5712,618,21,39,100,24
5713,559,20,48,100,25
5714,583,23,36,100,29
5715,584,18,33,100,20
5716,627,19,32,100,26
5717,587,18,48,100,22
5718,588,22,45,100,25
5719,560,23,31,100,26
5720,635,23,38,100,25
5721,565,22,38,100,26
5722,551,20,33,100,29
5723,578,18,37,100,22
5724,565,21,49,100,24
5725,647,21,41,100,23
5726,621,20,42,100,29
5727,616,23,46,100,21
5728,646,23,36,100,25
5729,552,20,37,100,29
5730,580,20,33,100,25
5731,556,19,41,100,23
5732,567,21,48,100,20
5733,566,19,45,100,23
5734,634,23,48,100,21
5735,645,22,37,100,22
5736,619,18,35,100,29
5737,642,18,48,100,26
5738,598,22,36,100,20
5739,557,21,41,100,24
5740,635,21,36,100,29
5741,564,21,42,100,20
5742,589,19,30,100,23
5743,646,19,31,100,27
5744,585,20,34,100,27
5745,575,20,49,100,25
5746,607,19,42,100,28
5747,590,20,37,100,29
5748,572,21,42,100,23
5749,559,18,32,100,22
5750,551,18,36,100,26
5751,565,22,32,100,24
5752,551,23,39,100,22
5753,589,21,40,100,26
5754,570,23,34,100,23
5755,576,18,41,100,24
5756,596,19,44,100,25
5757,640,20,33,100,22
5758,635,21,46,100,21
5759,629,23,44,100,29
5760,632,22,39,100,22
5761,554,23,49,100,20
5762,631,21,32,100,22
5763,619,22,40,100,22
5764,619,21,44,100,27
5765,630,18,46,100,23
5766,636,19,37,100,22
5767,648,20,32,100,28
5768,591,18,46,100,20
5769,616,21,46,100,23
5770,605,18,33,100,26
5771,611,20,37,100,24
5772,598,18,34,100,26
5773,573,21,45,100,28
5774,595,18,49,100,29
5775,618,18,48,100,28
5776,616,22,34,100,29
5777,562,19,37,100,26
5778,625,21,30,100,22
5779,629,19,37,100,20
5780,601,22,44,100,24
5781,616,23,35,100,22
5782,584,18,32,100,20
5783,648,21,49,100,26
5784,570,22,36,100,24
5785,649,23,38,100,28
5786,636,22,45,100,26
5787,620,23,49,100,27
5788,602,18,41,100,26
5789,568,22,46,100,28
5790,613,22,32,100,21
5791,593,18,41,100,26
5792,643,19,39,100,28
5793,626,18,43,100,27
5794,589,18,30,100,29
5795,607,22,34,100,24
5796,561,18,36,100,20
5797,622,21,34,100,24
5798,588,21,44,100,25
5799,553,19,31,100,22
5800,578,23,34,100,20
5801,605,22,47,100,25
5802,559,23,34,100,22
5803,564,23,42,100,27
5804,630,19,33,100,27
5805,649,21,35,100,27
5806,638,21,38,100,21
5807,644,18,47,100,23
5808,573,23,44,100,25
5809,618,22,33,100,23
5810,550,19,34,100,26
5811,593,19,32,100,23
5812,620,22,40,100,26
5813,590,20,38,100,21
5814,569,23,47,100,29
5815,565,23,45,100,29
5816,635,19,40,100,23
5817,564,22,42,100,29
5818,641,20,38,100,21
5819,607,23,34,100,26
5820,551,20,45,100,28
5821,616,18,36,100,27
5822,596,22,46,100,28
5823,622,20,34,100,26
5824,605,20,40,100,29
5825,613,23,34,100,29
5826,625,19,40,100,22
5827,598,23,45,100,20
5828,618,18,39,100,23
5829,639,21,45,100,27
5830,625,21,36,100,28
5831,623,22,31,100,20
5832,618,22,34,100,29
5833,571,20,37,100,25
5834,628,20,31,100,20
5835,609,21,41,100,22
5836,614,19,37,100,20
5837,634,19,34,100,25
5838,603,19,33,100,24
5839,611,23,47,100,22
5840,579,21,42,100,26
5841,649,18,35,100,23
5842,585,21,33,100,21
5843,563,23,46,100,21
5844,638,18,38,100,23
5845,647,18,36,100,20
5846,639,21,34,100,22
5847,613,23,46,100,28
5848,595,23,31,100,20
5849,596,20,33,100,23
5850,586,21,35,100,20
5851,600,22,48,100,22
5852,634,23,41,100,28
5853,558,22,39,100,25
5854,565,19,31,100,29
5855,581,20,38,100,26
5856,604,19,32,100,23
5857,626,19,42,100,20
5858,603,22,42,100,29
5859,574,23,47,100,20
5860,574,22,45,100,29
5861,592,21,30,100,28
5862,566,20,32,100,28
5863,586,18,33,100,24
5864,552,19,32,100,22
5865,591,20,35,100,24
5866,628,21,34,100,20
5867,617,19,35,100,28
5868,558,18,42,100,25
5869,572,20,48,100,22
5870,578,23,31,100,21
5871,605,20,46,100,22
5872,587,21,40,100,27
5873,617,23,42,100,26
5874,616,21,42,100,27
5875,558,23,30,100,25
5876,555,21,43,100,22
5877,592,21,42,100,28
5878,576,18,41,100,26
5879,587,20,30,100,24
5880,640,18,48,100,27
5881,563,20,38,100,23
5882,577,21,38,100,28
5883,603,23,33,100,27
5884,590,18,46,100,21
5885,558,22,47,100,20
5886,566,18,43,100,28
5887,608,20,30,100,26
5888,564,23,33,100,24
5889,616,18,41,100,22
5890,630,20,47,100,28
5891,562,23,43,100,21
5892,631,21,41,100,22
5893,627,18,38,100,27
5894,579,23,40,100,29
5895,557,18,31,100,21
5896,629,22,36,100,29
5897,591,20,41,100,21
5898,586,21,49,100,29
5899,594,20,49,100,27
5900,574,18,43,100,23
5901,604,20,49,100,21
5902,560,23,47,100,25
5903,600,22,39,100,29
5904,564,23,46,100,25
5905,639,19,40,100,23
5906,562,18,31,100,22
5907,592,22,45,100,29
5908,629,20,41,100,25
5909,641,22,40,100,27
5910,589,19,48,100,28
5911,616,22,49,100,25
5912,585,20,36,100,22
5913,640,20,40,100,29
5914,598,19,49,100,27
5915,648,23,30,100,28
5916,580,22,46,100,25
5917,561,21,34,100,22
5918,621,21,48,100,25
5919,639,18,45,100,23
5920,578,18,32,100,27
5921,644,22,34,100,28
5922,559,19,43,100,29
5923,608,22,37,100,22
5924,565,19,45,100,22
5925,572,20,32,100,22
5926,562,22,33,100,27
5927,630,23,46,100,24
5928,649,19,31,100,20
5929,601,22,41,100,22
5930,601,22,48,100,25
5931,615,18,44,100,22
5932,577,18,47,100,28
5933,574,21,34,100,26
5934,627,18,47,100,24
5935,642,20,38,100,20
5936,579,20,47,100,26
5937,573,19,49,100,27
5938,594,18,49,100,26
5939,566,18,45,100,26
5940,634,22,40,100,21
5941,557,21,45,100,24
5942,575,20,31,100,26
5943,572,19,33,100,25
5944,600,18,43,100,27
5945,627,22,49,100,24
5946,616,21,46,100,26
5947,605,20,37,100,25
5948,582,18,40,100,28
5949,585,23,45,100,24
5950,553,21,39,100,29
5951,614,20,35,100,28
5952,629,23,49,100,25
5953,609,22,38,100,26
5954,587,23,43,100,24
5955,570,22,48,100,29
5956,645,18,44,100,22
5957,634,21,42,100,29
5958,629,22,31,100,20
5959,586,20,42,100,29
5960,559,19,44,100,28
5961,593,22,36,100,23
5962,628,22,35,100,27
5963,602,18,48,100,20
5964,633,22,36,100,21
5965,582,23,35,100,27
5966,557,23,46,100,22
5967,647,20,44,100,23
5968,584,18,48,100,21
5969,623,22,36,100,25
5970,626,21,32,100,25
5971,649,21,39,100,22
5972,604,22,38,100,27
5973,551,19,34,100,21
5974,623,22,43,100,23
5975,603,20,48,100,27
5976,598,23,44,100,26
5977,643,19,48,100,23
5978,586,20,48,100,20
5979,564,19,32,100,20
5980,588,21,42,100,20
5981,554,22,33,100,27
5982,553,19,48,100,23
5983,638,22,31,100,25
5984,563,18,36,100,29
5985,574,18,37,100,24
5986,619,20,38,100,29
5987,563,21,48,100,28
5988,550,23,35,100,28
5989,638,23,37,100,22
5990,559,18,37,100,24
5991,557,23,31,100,26
5992,648,19,37,100,28
5993,576,21,35,100,22
5994,551,21,34,100,28
5995,598,23,40,100,22
5996,551,19,43,100,27
5997,591,23,41,100,23
5998,555,20,33,100,24
5999,583,19,45,100,29
6000,550,21,43,100,22
6001,561,19,37,100,28
6002,632,18,37,100,24
6003,602,23,37,100,23
6004,634,20,30,100,24
6005,623,21,49,100,27
6006,627,20,45,100,20
6007,563,20,32,100,20
6008,593,19,41,100,28
6009,556,20,39,100,27
6010,590,20,49,100,26
6011,553,20,49,100,26
6012,572,18,47,100,22
6013,587,22,46,100,20
6014,573,22,42,100,29
6015,634,18,36,100,23
6016,588,23,31,100,23
6017,574,18,32,100,26
6018,622,19,35,100,24
6019,575,23,32,100,21
6020,570,18,44,100,28
6021,589,21,41,100,25
6022,616,18,36,100,20
6023,620,18,40,100,27
6024,630,21,35,100,23
6025,606,19,32,100,26
6026,563,18,35,100,27
6027,554,19,33,100,26
6028,553,21,49,100,20
6029,626,21,42,100,20
6030,584,21,32,100,20
6031,630,23,43,100,21
6032,593,20,39,100,25
6033,635,19,34,100,23
6034,614,21,49,100,28
6035,623,20,46,100,23
6036,555,18,46,100,27
6037,630,22,46,100,28
6038,558,18,38,100,22
6039,575,20,38,100,28
6040,601,18,40,100,22
6041,645,18,31,100,21
6042,625,22,38,100,25
6043,634,18,36,100,25
6044,568,19,44,100,28
6045,643,19,35,100,20
6046,579,20,43,100,28
6047,614,18,35,100,27
6048,645,19,43,100,25
6049,604,22,45,100,28
6050,569,20,46,100,21
6051,631,20,36,100,23
6052,604,18,40,100,28
6053,563,19,40,100,27
6054,600,22,35,100,28
6055,586,23,32,100,24
6056,598,19,43,100,22
6057,648,22,42,100,22
6058,552,19,46,100,22
6059,622,19,46,100,25
6060,555,23,40,100,23
6061,562,18,46,100,21
6062,553,20,41,100,26
6063,647,21,46,100,23
6064,626,20,44,100,25
6065,616,23,34,100,28
6066,627,22,41,100,26
6067,632,21,32,100,28
6068,607,22,33,100,25
6069,631,20,35,100,25
6070,633,21,41,100,23
6071,604,19,36,100,22
6072,576,19,41,100,28
6073,592,23,41,100,25
6074,585,18,39,100,25
6075,594,23,31,100,21
6076,551,21,38,100,23
6077,620,20,49,100,24
6078,581,18,40,100,24
6079,574,22,41,100,20
6080,625,20,34,100,27
6081,629,19,44,100,24
6082,617,22,39,100,28
6083,631,21,39,100,25
6084,588,23,47,100,25
6085,624,22,43,100,23
6086,622,20,38,100,20
6087,589,20,48,100,28
6088,559,18,39,100,20
6089,571,20,43,100,22
6090,634,22,42,100,28
6091,561,19,42,100,25
6092,566,23,36,100,28
6093,624,22,45,100,21
6094,598,23,46,100,28
6095,627,22,48,100,28
6096,584,18,46,100,29
6097,585,19,47,100,26
6098,567,20,33,100,26
6099,563,19,47,100,29
6100,564,18,46,100,25
6101,596,18,41,100,22
6102,561,19,38,100,25
6103,555,21,42,100,20
6104,576,19,41,100,21
6105,588,19,44,100,21
6106,597,23,39,100,20
6107,630,19,31,100,29
6108,552,18,33,100,28
6109,622,23,41,100,28
6110,589,21,43,100,28
6111,593,21,31,100,20
6112,576,19,31,100,27
6113,557,23,30,100,28
6114,593,21,49,100,20
6115,649,18,47,100,21
6116,645,23,42,100,21
6117,593,19,31,100,22
6118,634,23,47,100,29
6119,617,19,32,100,24
6120,634,22,31,100,23
6121,580,18,40,100,24
6122,623,21,35,100,21
6123,643,23,34,100,21
6124,602,20,33,100,24
6125,574,22,36,100,28
6126,628,21,37,100,28
6127,613,21,41,100,24
6128,577,18,35,100,29
6129,610,20,31,100,29
6130,588,20,45,100,24
6131,606,22,38,100,27
6132,559,18,39,100,24
6133,551,21,33,100,22
6134,579,21,30,100,21
6135,606,18,46,100,22
6136,577,19,46,100,27
6137,624,21,39,100,21
6138,641,19,41,100,24
6139,649,22,41,100,26
6140,641,20,48,100,21
6141,590,20,30,100,23
6142,622,21,42,100,25
6143,571,21,35,100,27
6144,638,22,41,100,24
6145,637,21,30,100,24
6146,611,23,36,100,28
6147,570,23,36,100,29
6148,586,19,45,100,24
6149,577,18,44,100,25
6150,552,21,36,100,25
6151,580,23,49,100,21
6152,602,21,44,100,26
6153,611,23,36,100,26
6154,619,22,30,100,28
6155,625,23,44,100,20
6156,584,20,42,100,24
6157,554,19,37,100,28
6158,612,22,45,100,20
6159,564,23,49,100,26
6160,583,21,47,100,20
6161,566,22,47,100,22
6162,592,19,40,100,24
6163,567,20,42,100,22
6164,577,18,37,100,27
6165,561,20,32,100,27
6166,582,20,43,100,26
6167,564,18,43,100,25
6168,616,23,39,100,26
6169,575,23,44,100,28
6170,599,22,31,100,20
6171,552,20,32,100,22
6172,624,23,38,100,23
6173,647,22,46,100,25
6174,604,21,38,100,29
6175,589,23,35,100,21
6176,641,23,43,100,25
6177,553,19,31,100,29
6178,646,23,43,100,21
6179,637,19,34,100,27
6180,591,23,37,100,28
6181,552,21,31,100,27
6182,616,21,31,100,28
6183,637,22,37,100,23
6184,604,23,35,100,20
6185,582,19,45,100,29
6186,588,23,33,100,23
6187,564,20,44,100,24
6188,583,23,45,100,29
6189,590,20,40,100,28
6190,585,22,40,100,28
6191,556,20,49,100,24
6192,589,18,40,100,23
6193,585,21,46,100,28
6194,640,18,37,100,21
6195,570,21,43,100,25
6196,638,23,43,100,26
6197,591,20,32,100,26
6198,642,19,43,100,21
6199,570,18,45,100,25
6200,613,21,31,100,23
6201,599,21,48,100,28
6202,641,18,40,100,26
6203,634,18,44,100,25
6204,613,19,35,100,24
6205,636,23,45,100,24
6206,567,22,32,100,24
6207,601,20,38,100,29
6208,630,22,32,100,24
6209,628,20,35,100,23
6210,580,22,30,100,24
6211,639,23,35,100,24
6212,573,20,39,100,24
6213,633,18,42,100,28
6214,595,23,44,100,25
6215,626,21,35,100,21
6216,574,20,43,100,28
6217,596,19,43,100,21
6218,611,23,38,100,20
6219,591,21,44,100,22
6220,551,20,47,100,24
6221,572,19,49,100,29
6222,588,18,39,100,21
6223,613,22,37,100,25
6224,613,18,30,100,22
6225,648,18,46,100,27
